ID,Username,Isi Thread,teks_bersih,label,prediksi_cv
183,alex.mercerdes,"Restitusi pajak ditolak semua dengan alasan uang nya lari ke mbg.
Selama 10 tahun mengikuti djp, baru pertama kali kantor pajak kehabisan duit seperti ini.",restitusi pajak tolak alas uang lari mbg lama tahun ikut djp baru pertama kali kantor pajak habis uang,positif,negatif
184,timtimnugroho,"ada anomali komen ""emang lu udah berbuat apa buat negara?"" Mau ngiklan blom tentu profit aja udah kena pajak duluan.",anomali komen buat negara mau ngiklan belum_profit kena pajak duluan,negatif,negatif
185,sipasultac,sekarang smua bisa dilihat sejak ada coretax,sekarang smua lihat sejak coretax,positif,positif
186,silverkey.realty,"Dari Kasus Tom Lembong ...bagaimana bisa PPN yang di setor ke negara di anggap kerugian Negara ???...bagaimana bisa di percaya negara ini sama rakyat nya klau begini caranya ???
#fypシ
#kasustomlembong
#tomlembong
#keadilanuntuktomlembong",kasus tom lembong ppn setor negara anggap rugi negara percaya negara sama rakyat klau begini cara fyp kasustomlembong tomlembong keadilanuntuktomlembong,negatif,negatif
187,irilrahmanr,"Guys fyi ya biar ga keliru, ASN BAYAR PAJAK YA. Semua penduduk indonesia bayar pajak, thanks.",guys fyi tidak_keliru asn bayar pajak duduk indonesia bayar pajak thanks,positif,negatif
188,baard.ads,"ada orang DJP atau orang pajak ga disini? saya uda nanya 20 orang, semuanya beda2 jawabnya😪😫
mengenai suket pp 55.
kalau ga dapet suket ini, tapi omset dibawah 500 juta, emang jadi ga bisa hapus pajak?
status pegawai swasta dengan usaha sampingan.
kebetulan tahun2 sebelumnya omset diatas 500jt, tapi turun terus sampe titik terendah th ini.
ada yg bilang, DJP taunya omset itu WAJIB naik terus. 😅",djp pajak tidak_disini uda nanya semua beda jawab kena suket tidak_dapet suket omset bawah juta tidak_hapus pajak status pegawai swasta usaha samping betul tahun belum omset atas turun terus sampe titik rendah tahun bilang djp tau omset wajib naik terus,netral,negatif
189,aziziahzz,"Haloo, saya mau nanya apakah teman-teman disini punya pengalaman seperti ini.
Saya dapat email dari DJP (Direktorat Jendral Pajak) berserta pdf yang berisi data2 saya. Trus saya klik link WA yg di email untuk konfirmasi, lalu nomor WA tersebut lgsg nelpon saya katanya mau dibantuin konfirmasi cortex dan akan dikirimkan kartu NPWP versi terbaru.
Apakah ini penipuan? Terima kasih",haloo mau nanya teman teman sini alam email djp direktorat jendral pajak serta pdf isi data terus klik link email konfirmasi lalu nomor lgsg nelpon kata mau dibantuin konfirmasi cortex kirim kartu npwp versi baru tipu terima kasih,netral,netral
190,dossantosjulieta,"Tiba2 di email DJP punya utang ke negara 100.000 , tp tahun pajak 2022. Yg tahu perpajakan mgkn bs dibantu pencerahannya kakak2, ini utang apaa ? Dan kenapa baru di tagih",tiba email djp utang negara tahun pajak tahu paja mgkn bantu cerah kakak utang apaa baru tagih,netral,negatif
191,bumigumigu,"WNI ✅
ASN ✅
Kemenkeu ✅
DJP / BC ✅
insyaAllah banyak pahala jalur difitnah",wni asn kemenkeu djp insyaallah pahala jalur fitnah,positif,negatif
192,c_zhepank,"Buat yang mau jadi CPNS DJP. Penerimaan Sarjana itu masuk golongan IIIa. Gaji bisa diliat di PP 5 tahun 2024. MKG (Masa Kerja) 0 2.785.700. Tunjangan Pelaksana langsung grade 8 Rp.8.457.500. Kalo suda nikah tunjangan suami 10% dari gaji. Kalo Diploma III, masuk golongan IIc - Pelaksana grade 6 Rp.7.673.375. Siap ditempatkan seluruh Indonesia. Cek tiket pesawat cukup ga. Jangan sampe ngerasa ketipu dan milih resign.",mau cpns djp terima sarjana masuk golong gaji liat tahun mkg masa kerja tunjangan laksana langsung grade suda nikah tunjangan suami gaji diploma masuk golong iic laksana grade siap tempat seluruh indonesia cek tiket pesawat cukup tidak_jangan sampe ngerasa tipu milih resign,positif,positif
193,budakorporat_id,"Baru aja DJP ngumumin aturan baru: mereka bakal awasi pajak lo pake web scraping, remote sensing, sampe baca karya ilmiah.
Bayangin, skripsi lo tahun 2015 bisa jadi bukti lo ngemplang pajak.",baru djp ngumumin atur baru bakal awas pajak pake web scraping remote sensing sampe baca karya ilmiah bayangin skripsi tahun bukti ngemplang pajak,negatif,negatif
194,defauza_,"tp aku bingung bgt kak, terutapa dehepe kek susah bgt ngangkut suami istri dlm 1 sk. suamiku ditjen biru tua sblh, bisa gituh suami istri 1 sk. yg 1 instansi aja susah apalah lg beda instansi. 1.kemenkuy katanya tp sulit bgt bs gt beda sm ditjen lain. sampai skrg kubingung silapnya dimana.",bingung kak terutapa dehepe kek susah ngangkut suami istri suami ditjen biru tua sblh gituh suami istri instansi susah apa beda instansi kemenkuy kata sulit beda sama ditjen sekarang bingung silap,negatif,negatif
195,haloelangpg,"Emang sedihnya tu di Indonesia banyak pedagang lokal yang bisa dapetin duit gede hasil keringat sendiri tapi mereka emang gak paham soal pajak.
Alhasil, orang pajak datang di saat mereka duitnya udah gede.
Harusnya, orang pajak itu lebih gencar sosialisasi soal pajak, biar gak sering mencekik pedagang dengan cara begini lagi.
Dan yang paling penting gunakan uang pajak dengan jujur, jadi pedagang itu rela buat bayar pajak.",sedih indonesia dagang lokal dapetin uang besar hasil keringat sendiri tidak_paham soal pajak alhasil pajak datang uang besar pajak gencar sosialisasi soal pajak tidak_sering cekik dagang cara begini paling penting guna uang pajak jujur dagang rela bayar pajak,negatif,negatif
196,aibikh,"Klo perusahaan grup besar tau cara melawan dejepe. Ajukan keberatan, banding dan PK ke pengadilan pajak. Cek aja putusan pengadilan pajak. Banyak kasus macem2.
Justru yang kayak gini malah yang kecil dan menengah. Tidak tau jalur yang tepat. Ujung2nya sita.",usaha grup besar tau cara lawan dejepe aju berat banding adil pajak cek putus adil pajak kasus macem justru kayak gin malah kecil tengah tidak_tau jalur tepat ujung sita,negatif,negatif
197,shintawkk95,"Barusan ada calon klien. Usahanya toko bangunan. NPWP orang pribadi, belum PKP. Orangnya lumayan terkenal, rumah gede, mobil mewah.
Ngobrol-ngobrol, dia cerita baru dapat SP2DK dari kantor pajak.
Isinya? Disuruh jelasin pembelian puluhan miliar yang pakai KTP istri sama anak. Kejadiannya sekitar 3 tahun yang lalu.
Mampus 1. 😅",barusan calon klien usaha toko bangun npwp pribadi belum_pkp orang lumayan kenal rumah besar mobil mewah ngobrol ngobrol cerita baru kantor pajak isi suruh jelasin beli puluh miliar pakai ktp istri sama anak jadi tahun lalu mampus,netral,negatif
198,ginanjar_eka_putra,"Seharusnya pada kompak aja gak bayar pajak sebagai bentuk ketidakpercayaan kepada pemerintah dan ""wakil"" rakyat, kenapa? Karena banyak kasus korupsi, gaji+tunjangan ""wakil"" rakyat sampai 38x lipat rata2 UMR masyarakat, rendahnya kinerja mereka, ditambah lagi rasa empati mereka yang rendah.",kompak tidak_bayar pajak bentuk ketidakpercayaan perintah wakil rakyat kasus korupsi gaji tunjangan wakil rakyat lipat rata umr masyarakat rendah kinerja tambah rasa empati rendah,negatif,negatif
199,wawanagung,"Bagi orang diluar dejepe anggapannya dah paling mampu dan sultan. Krn y itu mau kyk apapun jelasin itu mindsetnya. Selalu ingat perkataan Ali ra, cukup kita dan keluarga saja yg tau yg laen g penting",luar dejepe anggap paling mampu sultan mau kyk apa jelasin mindsetnya selalu ingat kata ali cukup keluarga tau laen penting,positif,negatif
200,gemintangkidung,"kerjaan gue gada jatidiri.
tp kehidupan gue kegencet pajak mulu.
cita²nya anak gue bakal dinamakan : dejepe core tax holiday.
😭😭😭",kerja gada jatidiri hidup gencet pajak mulu cita anak bakal nama dejepe core tax holiday,negatif,negatif
201,dimitri.josephine,"Sampe sekarang belum dan gak mau daftarin pajak ke Coretax atau apapun itu. Karena selain gak ngerti, males juga 🫠 Ada yang bisa jelasin akibatnya kalau gak lapor pajak ?",sampe sekarang belum_tidak mau daftarin pajak coretax apa tidak_ngerti males jelasin akibat tidak_lapor pajak,negatif,negatif
202,arya.pradana,"Saran saya lebih baik ga usah aktivasi coretax. Uang pajaknya juga dipake ngegaji wapres, lalu untuk mbg yg dikorup berjamaah.",saran baik tidak_usah aktivasi coretax uang pajak dipake ngegaji wapres lalu mbg korup jamaah,negatif,negatif
203,mikyalaaaaa,"Mikir nggak yaa kayak gini tuh malah bisa nambah coat usaha. Ekonomi lagi lesu, apa-apa dipajakin tuh kek mana sih cara mikirnya. Pantesan investor pada kabur, makin nggak jelas iklim usaha di sini tuh.",mikir tidak_kayak gin malah nambah coat usaha ekonomi lesu dipajakin kek cara mikirnya pantesan investor kabur makin tidak_jelas iklim usaha,negatif,negatif
204,by.flowie,"Duit pajak mu dibuat gaji loreng ijo Pak hezel, karna baru aja naik tunjangan mereka",uang pajak buat gaji loreng ijo pak hezel baru naik tunjangan,negatif,negatif
205,partekere,"Jika kalian punya teman atau kerabat yg kerja di kantor pajak, coba tanya apa benar kantor pajak dikasih target setor 300 juta per bulan untuk program Prabowo.",kalian teman kerabat kerja kantor pajak coba tanya benar kantor pajak kasih target setor juta bulan program prabowo,netral,negatif
206,budinyemelo,"Kalo sistem negara ini bener, gak perlu pajak. Negara kaya kok. Ada kan negara makmur tanpa pajak? Ada gak? Kalo ada berarti negara ini juga bisa KALAU MAU.",sistem negara benar tidak_perlu pajak negara kaya negara makmur tanpa_pajak tidak_berarti negara mau,negatif,negatif
207,ichemjambak,PAJAK ADALAH BENTUK KEDZOLIMAN.. SEMOGA SEMUA PETUGAS PAJAK MASUK NERAKA,pajak bentuk kedzoliman moga tugas pajak masuk neraka,negatif,negatif
208,daniswar_a,pajak nih dimana2 menghambat orang2 untuk maju ya,pajak hambat maju,negatif,negatif
209,mnbvcxzdfgjytr,GUYS KALIAN APA GAK GERAH YA LIAT PAJAK KALIAN DIBELIIN HERMES CHANEL YANG MILYARAN ITU SAMA ISTRI DAN ANAK PEJABAT??? KITA TUH DIMISKINKAN OLEH SISTEM GAK SIII,guys kalian tidak_gerah liat pajak kalian dibeliin hermes chanel milyaran sama istri anak jabat miskin sistem tidak,negatif,netral
210,farawawa_,"Salah satu Pajak yg gak masuk akal menurutku, Pajak Pesangon.. org kena PHK masih aja kena pajak.",salah satu pajak tidak_masuk akal turut pajak sangon kena phk kena pajak,negatif,negatif
211,noviantyilma,"I said it again: JYUJYUR JANGGAL BUAT NEGARA SEKAYA INI ALAMNYA, PENDAPATAN TERBESAR MASIH DARI PAJAK.",said again jyujyur janggal negara kaya alam dapat besar pajak,negatif,negatif
212,youggggga,"Uang pajak kita dikorupsi pejabat. Kita kepikiran untuk gak usah bayar pajak. Lha tapi kalau yang kerja jd pegawai, karyawan, dll kebanyakan gajinya udah potong pajak. Kira-kira gmn biar bisa gak bayar pajak? 🤔",uang pajak korupsi jabat pikir tidak_usah bayar pajak lha kerja pegawai karyawan banyak gaji potong pajak kira kira tidak_bayar pajak,negatif,negatif
213,agntsm,"Kaum lapisan kelas menengah kebawah yang tak pernah setor pajak... seenaknya nyaplak ayo mogok bayar pajak 😆😀😁, emang kapan lu setor pajaknya tong !!!! Mana udah buta perpajakan lagi.",kaum lapis kelas tengah bawah tak pernah setor pajak enak nyaplak ayo mogok bayar pajak setor pajak tong buta paja,positif,negatif
214,nixenz,Uang tunai tapi musti ada norek dan nama bank nya. Mereka yg di DJP nih ngerti definisi tunai ga sih? Dasar KO*T**! (dibaca: KORTEX!),uang tunai musti norek nama bank djp ngerti definisi tunai tidak_dasar baca kortex,negatif,negatif
215,wdystmr,"Jadiii aku sama suami alhamdulillah selama ini dicukupkan untuk rajin bayar zakat. dan pas lapor SPT 2025 kemarin, kita berdua masukan laporan zakat ke pelaporan SPT. ternyata jadi lebih bayar. yaudah deh dilaporkan, ehh hari ini di transfer negara. alhamdulillah bisa dipakai beli bensin. 🥺🥺",sama suami alhamdulillah lama cukup rajin bayar zakat pas lapor spt kemarin dua masuk lapor zakat lapor spt nyata bayar yaudah lapor ehh hari transfer negara alhamdulillah pakai beli bensin,positif,positif
216,kyrieelysn,"Kemarin coba lapor SPT pajak perdana secara mandiri, kaget tiba tiba ada kurang bayar segini 😭

Berasa kerja di eropa gw 😭
Untung masih bisa dibenerin lagi 😭👍",kemarin coba lapor spt pajak perdana mandiri kaget tiba tiba kurang_bayar gin asa kerja eropa untung dibenerin,netral,negatif
217,alteralvin,"Orang yg tau pajak bantu dong
Duit dividen udah dibeliin jajan, g lapor pajak SPT kira2 aman ga ya bang??
Was2 jg kalo tiba2 diblokir 
Lagian dapet divuden kecil cm 2jt masa harus urus segala keribetan pajaknya si
Aku ada si NPWP tapi non efektif jadi g pernah lapor SPT tahunan",tau pajak bantu uang dividen dibeliin jajan lapor pajak spt kira aman tidak_bang was tiba blokir lagi dapet divuden kecil masa urus segala keribetan pajak npwp non efektif pernah lapor spt tahun,negatif,positif
218,lesssummernotes,"AR sebenarnya sudah bisa membaca SPT mu dan kamu bisa diperiksa. Namun, tidak ada bahan untuk SP2DK. Oleh karena itu, jangan memicu pemeriksaan. Contohnya: buat SPT tahunan, LB, atau restitusi.",account representative benar baca spt periksa tidak_bahan jangan_memicu pemeriksaan contoh spt tahun restitusi,netral,positif
219,danilliong,"Siapa yang senasib dengan saya, dalam 2 minggu terakhir muncul sp2dk banyak banget 🥺.. setelah masa SPT muncul masa Sp2dk, kapan istirahatnya",nasib minggu akhir muncul masa spt muncul masa istirahat,negatif,netral
220,jaisyanwaruddin,"Ternyata, lebih enak lapor SPT di kantor pajaknya langsung gaess... 🤣🤣 gratis. Bisa konsultasi perpajakan, enak lah pokoknya.
..
Jadi Saya kan punya CV, punya istri, istri juga punya CV. Nah ini yang bikin bingung :
- apa di spt pribadi saya laporin yg cv saya juga?
- spt istri dilaporin di spt saya juga kah?
- CV istri dilporin di cv istri atau saya? 
- kalau byk CV omsetnya disatuin kah?
Dan Akhirna semua terjawaabb.. 😁 plong rasanya. Klo yg ngomong org pajak resmi kan valid ya.. 😁",nyata enak lapor spt kantor pajak langsung gaess gratis konsultasi paja enak pokok istri istri nah bikin bingung spt pribadi laporin spt istri dilaporin spt istri dilporin istri omset disatuin akhirna terjawaabb plong rasa ngomong pajak resmi valid,positif,netral
221,ferwij,"Punya rekening di banyak bank ternyata sangat merepotkan pada saat mau Laporan SPT Tahunan jaman now. 🙈

Padahal saldonya seiprit2 tok.",rekening bank nyata repot mau lapor spt tahun jaman now padahal saldo iprit tok,netral,netral
222,oktafiananatalia,"Iseng bikin shopi affiliate program. Pas buka coretax DUAAAAAAAAAAAAAAAR bukti potongnya banyak 😭 padahal gak seberapa juga nominalnya. 

Malah bikin repot",iseng bikin shopi affiliate program pas buka coretax duar bukti potong padahal tidak_seberapa nominal malah bikin repot,negatif,negatif
223,hovebydn,"Mau terima kasih sama mba mba yang udah share ini, 

Izin share ya ini sangat membantu banget dalam mengisi laporan SPT Tahunan di Coretax. 

sebagai panduan buat kalian juga tmen tmen warga threads buat lapor❤️",mau terima kasih sama mba mba share izin share bantu isi lapor spt tahun coretax pandu kalian tmen tmen warga threads lapor,positif,positif
224,manusiasaja2008,"Bang @bule_sampah slide yg ttg pajak, iya bener pajak Indonesia lebih rendah, tetapi ending2nya pajak tsb banyak yg dikorupsi, jadi rakyat tdk bisa menikmati pajaknya, selain itu pajak lebih rendah karena gaji juga jauhhhh lebih rendah bang.

Tetapi memang yg mau kabur aja dulu harus berpikir panjang dan mental kuat karena merantau di negara yg sgt berbeda dg negara sendiri banyak tantangannya.",bang slide ttg pajak benar pajak indonesia rendah ending pajak tsb korupsi rakyat tidak_menikmati pajak pajak rendah gaji jauh rendah bang mau kabur dulu pikir panjang mental kuat rantau negara sgt beda negara sendiri tantang,negatif,negatif
225,mclestari,"minggu ini udah 2 kali ada razia pajak di katapang depan eiger wkwkwk 
negara beneran keabisan duit gara-gara program gajelas😂😂😂",minggu kali razia pajak katapang depan eiger wkwkwk negara beneran abis uang gara gara program gajelas,netral,negatif
226,fadiaahn,Ga lapor SPT sanksinya apa yah? Walaupun aneh kita udah bayar pajak tapi gara2 ga lapor jadi kena sanksi.,tidak_lapor spt sanksi yah walaupun aneh bayar pajak gara tidak_lapor kena sanksi,netral,negatif
227,aureliagst,"Selama ini aku gak pernah lapor SPT tahunan. Tiap mau lapor tu takut denda😩
Kemarin aku coba buka coretax dan coba isi lapor SPT gitu. Sampe akhirnya status ""LEBIH BAYAR."" Jadi aku coba untuk langsung ke kantor DJP untuk lapor SPT pertama kalinya 🙈

Dibantu sama staffnya yang ramah & sangat membantu. Akhirnya emang lebih bayar dan lebihnya tuh lumayan banget.. kalo aku gak lapor SPT kemarin, aku gak bakal tau kalo aku ada lebih bayar.",lama tidak_pernah lapor spt tahun tiap mau lapor takut denda kemarin coba buka coretax coba isi lapor spt sampe akhir status bayar coba langsung kantor djp lapor spt pertama kali bantu sama staffnya ramah bantu akhir bayar lebih lumayan tidak_lapor spt kemarin tidak_bakal tau bayar,positif,positif
228,maskonsultanpajak,"Tidak melaporkan aset di SPT Tahunan, akan menimbulkan masalah di kemudian hari.",tidak_melaporkan aset spt tahun timbul masalah kemudian hari,positif,positif
229,alfath__hkm,"Ada new klien sampai bilang, “Nggak usah lapor pajak SPT Badan, bayar denda 1 juta aja, toh udah telat juga.”

Padahal ini yang salah paham,
Denda itu bukan pengganti kewajiban lapor pajak. Setelah kena denda pun, SPT Badan tetap wajib dilaporkan.

Belum lagi kalau ternyata:
1. status SPT kurang bayar, bisa kena bunga/sanksi lain
2. data DJP tidak matching
3. atau malah memicu pemeriksaan dan permintaan klarifikasi
Jadi jangan anggap denda itu “jalan pintas” supaya gak perlu lapor pajak ya

Perpanjangan batas pelaporan SPT Badan berakhir sampai bulan Mei ini. Tinggal beberapa hari lagi, jangan lupa segera lapor SPT Badan sebelum makin ribet nanti.

Jadi udah lapor belum ?",new klien bilang tidak_usah lapor pajak spt badan bayar denda juta telat padahal salah paham denda bukan_pengganti wajib lapor pajak kena denda spt badan tetap wajib lapor belum_ternyata status spt kurang_bayar kena bunga sanksi data djp tidak_matching malah picu pemeriksaan minta klarifikasi jangan_anggap denda jalan pintas tidak_perlu lapor pajak panjang batas lapor spt badan akhir bulan mei tinggal beberapa hari jangan_lupa segera lapor spt badan makin ribet lapor belum,positif,positif
230,fahrisal.97,"Teman saya pernah kena denda pajak.
Bukan karena kurang bayar pajak.

Tapi karena lupa lapor SPT Tahunan.

Padahal pajaknya sudah dipotong dari gaji tiap bulan. 👀
Ini salah satu kesalahpahaman paling sering.

“Pajak saya sudah dipotong kantor, jadi tidak perlu lapor lagi.”

Padahal… potong pajak ≠ lapor pajak.
Walaupun pajak gaji sudah dipotong perusahaan,
kita tetap wajib melaporkan SPT Tahunan ke Direktorat Jenderal Pajak.

Karena negara perlu tahu laporan pajak kita selama 1 tahun.",teman pernah kena denda pajak bukan_kurang bayar pajak lupa lapor spt tahun padahal pajak potong gaji tiap bulan salah satu kesalahpahaman paling sering pajak potong kantor tidak_perlu lapor padahal potong pajak lapor pajak walaupun pajak gaji potong usaha tetap wajib lapor spt tahun direktorat jenderal pajak negara perlu tahu lapor pajak lama tahun,positif,netral
231,legalizecoid,Siapa bilang telat lapor SPT gak bakal ketahuan? DJP sekarang otomatis nerbitin surat tagihan kayak gini.,bilang telat lapor spt tidak_bakal tahu djp sekarang otomatis nerbitin surat tagih kayak gin,positif,positif
232,jerrayasya,Gak susah kok lapor SPT Tahunan pribadi,tidak_susah lapor spt tahun pribadi,positif,positif
233,arn_95,"Unpopular opinion, menurut gue lapor pajak SPT Orang Pribadi lebih gampang pake Coretax 😅",unpopular opinion lapor pajak spt pribadi gampang pake coretax,positif,positif
234,briggitadvi,"Suamiku tahun lalu lapor SPT hasil nihil kenapa tahun ini lapor spt kok malah di blg kurang bayar 1jt an , kalo lapor bukannya harus nihil ya? Ini kenapa ada yg bisa kasi jawaban? Uda gaji dipotong pajak , kan perusahaannya jg uda lapor gaji karyawan. Tgl lapor aja kok krg bayar gimane , ya gamau bayar lah kita sejuta lho 😌",suami tahun lalu lapor spt hasil nihil tahun lapor spt malah blg kurang_bayar lapor bukan nihil kasi jawab uda gaji potong pajak usaha uda lapor gaji karyawan tanggal lapor krg bayar gimane gamau bayar juta lho,negatif,positif
235,agustintoga,Udah nggak bisa sembunyi lagi! Pemain Affiliate wajib lapor SPT tahun ini karena data makin transparan lewat Coretax. ❗,tidak_sembunyi main affiliate wajib lapor spt tahun data makin transparan lewat coretax,netral,positif
236,edy.setiawan.94,Orang sdh bayar pajak tapi belum lapor SPT kok dikesankan sebagai penjahat ya?,bayar pajak belum_lapor spt kesan jahat,negatif,negatif
237,adidah911,Aku memutuskan untuk ga lapor SPT😭,putus tidak_lapor spt,negatif,netral
238,devahrnd,"Alhamdulillah done lapor spt coretax yg bikin pusing ini, karena aku baru jualan antam dibulan oktober 2025 jd pelaporannya cuma omset okt-des 2025 

sebelum pada nanya cara lapornya gimana, MAAFF aku juga gatauu soalnya aku pake jasa lapor spt😂 yukk kakak2 pedagang antam jangan lupa lapor spt yaa 😌😌",alhamdulillah done lapor spt coretax bikin pusing baru jual antam bulan oktober lapor cuma omset okt des nanya cara lapor maaff gatauu soal pake jasa lapor spt yukk kakak dagang antam jangan_lupa lapor spt,positif,positif
239,sugiartiikikii,"Yang salah tuh SPT op yang lapor baru skrng, lu kemana aja anjirrrrrr udh dikasih keringanan. Ini anak SPT badan mau lapor dah semingguuuuuu coretaxnya error. Anak op enak denda 100rb, anak badan satu jutaaaa😭",salah spt lapor baru sekarang anjir kasih ringan anak spt badan mau lapor minggu coretaxnya error anak enak denda anak badan satu juta,netral,positif
240,mukti_hd,"Ke sekian kalinya ikut materi PMK 37 tentang pajak marketplace ini, baik dari internal DJP maupun dari eksternal lembaga.
PoV saya akhirnya menyimpulkan :

1. khusus teman2 seller shopee/tiktok dll, data makin ke rekam jelas di coretax, melalui bukti potong. konsekuensinya adalah, bagi yg omzet ny > 400 jt sebulan dan blm PKP otomatis masuk radar calon PKP selanjutnya. baik itu sub pribadi/dikukuhkan secara jabatan. +11% loh nanti

2. Review pricing stragey dan hpp. berat kalo harus nanggung 11%",sekian kali ikut materi pmk pajak marketplace baik internal djp maupun eksternal lembaga pov akhir simpul khusus teman seller shopee tiktok data makin rekam jelas coretax lalu bukti potong konsekuensi omzet bulan belum_pkp otomatis masuk radar calon pkp lanjut baik sub pribadi kukuh jabat review pricing stragey hpp berat nanggung,netral,netral
241,kancutberembun,Hmmm tiba2 menkeu tunda pajak toko online.... Setelah sudah berjalan 5 hari. 🗿,tiba menkeu tunda pajak toko online jalan hari,netral,negatif
242,naiiiiilizaiidahh,"Abis meeting sm DJP 
Allahuakbarrrr
Pajak pajak pajak pajakkkk

Jualan di Ecommerce lama2 gede biaya bayarnya + pajaknya 🫠🫠",abis meeting sama djp allahuakbar pajak pajak pajak pajak jual ecommerce lama besar biaya bayar pajak,negatif,negatif
243,inianaep,"Tentang Pemungutan PPh Ecommerce 0,5%

Untuk WP yang berhak untuk tidak dipungut PPh 22 ini, maka harus menyampaikan salah satu dokumen sebagai berikut : 

1. Orang Pribadi dengan omset sampai dengan 500 jt ===> Sampaikan Surat Pernyataan Omset sampai dengan 500 jt

2.. Selain wajib pajak pada angka 1, yang memiliki SKB PPh ===> Sampaikan SKB

jawab Ya nya di salah satu aja guys...",mungut pph ecommerce wajib pajak hak tidak_dipungut pph sampai salah satu dokumen ikut pribadi omset sampai surat nyata omset wajib pajak angka milik skb pph sampai skb jawab salah satu guys,netral,negatif
244,light_consulting27,"Di situasi saat ini untuk kalian yang memiliki bisnis dan usaha jangan sampai kalian melakukan pembukuan yang asal asalan ya, karena sampai diperiksa pajak dan semuanya berantakan usaha kalian bisa terancam gais",situasi kalian milik bisnis usaha jangan_kalian laku buku asal asal periksa pajak semua beranta usaha kalian ancam gais,positif,negatif
245,rofia_milla,aku mendingan ngerjain puluhan SPT orang lewat DJP online daripada ngerjain 1 SPT di coretax. Bisa di boikot aja gak sih coretax ini 😩,mending ngerjain puluh spt lewat djp online ngerjain spt coretax boikot tidak_coretax,negatif,netral
246,ilmansanjaya,Coretax busuk kali. Ironisnya lebih mudah daftar pinjol dibanding lapor SPT.,coretax busuk kali ironis mudah daftar pinjol banding lapor spt,negatif,positif
247,prslksn66_,"Edisi SP2DK.

Marilah kita coba sedikit berpikir positif, justru dengan adanya Coretax.

Wajib Pajak bisa tarik bukti potong secara langsung tanpa harus menghubungi customer dan menghemat waktu untuk menyusun tanggapan secara komprehensif.

Sehingga Wajib Pajak tidak perlu buang buang waktu, dan fokus pada temuan lainnya.",edisi mari coba sedikit pikir positif justru ada coretax wajib pajak tarik bukti potong langsung tanpa_menghubungi customer hemat susun tanggap komprehensif wajib pajak tidak_perlu buang buang fokus temu lain,positif,netral
248,setyanadyaaa,"Gw ga membela coretax ya, tapi baca utas orang2 di thread gw suka ketawa sendiri wkwkwk.

Kita semua membenci coretax dan marah karena aplikasinya kita anggap ga guna, tapi pas kita lapor SPT dan semua data penghasilan kita ternyata terkumpul muncul di coretax (as predicted) malah pada bilang ribet dan mending ga lapor.

Aplikasi ga sesuai harapan kita marah, aplikasi berjalan sesuai harapan kita tetep marah juga wkwkwk. Kita ini sebenernya ga tau kita maunya apa. Btw buruan dibenerin tuh app.",tidak_membela coretax baca utas thread suka ketawa sendiri wkwkwk benci coretax marah aplikasi anggap tidak_pas lapor spt data hasil nyata kumpul muncul coretax predicted malah bilang ribet mending tidak_lapor aplikasi tidak_sesuai harap marah aplikasi jalan sesuai harap tetep marah wkwkwk benar tidak_tau mau btw buru dibenerin app,netral,netral
249,adriboim,"Ternyata ketakutan atas coretax terlalu dilebih-lebihkan. Sistemnya jauh lebih ringkas dan mudah dibandingkan e-spt. a) lampiran yang gak relevan di hidden, b) bupot langsung keluar otomatis, c) pembayaran kurang pun langsung keluar kode billing.

Sudah dijalan yang benar. Lumayan.",nyata takut atas coretax terlalu lebih lebih sistem jauh ringkas mudah banding spt lampir tidak_relevan hidden bupot langsung keluar otomatis bayar kurang_langsung keluar kode billing jalan benar lumayan,positif,positif
250,stiara12,"Ya allah mau lapor pajak, ada aja kendala nya. Ini siapa sih yg bikin coretax? Bikin susah masyarakat aja😭😭

Ada yg ngalami kendala ini? Ini pas mau login ga bisa, udh di klik lupa kata sandi tpi aktivasi utk ganti kanta sandi ga kunjung masuk ke email maupun nomor telepon🤧🤧",allah mau lapor pajak kendala bikin coretax bikin susah masyarakat ngalami kendala pas mau login tidak_klik lupa kata sandi aktivasi ganti kanta sandi tidak_kunjung masuk email maupun nomor telepon,netral,positif
251,annisaydi,Udah difase gabisa ngomong apa apa lagi sama coretax udah capek banget tolong. Lembur berhari-hari untuk pembetulan data masa pajak Januari-November 2025 dan persiapan A1. Hari ini upload 850an Bukti Potong A1 (BP-A1) dan berujung error. Bruto yang harusnya penjumlahan dari beberapa aspek tapi pas import xml bruto yang tercantum cuma gaji aja. Lalu biaya jabatan yang harusnya jadi pengurang malah tidak. Berujung lapor dulu deposit untuk menggugurkan kewajiban lapor dan menghindari denda hadehhh,fase gabisa ngomong sama coretax capek lembur hari hari betul data masa pajak januari november siap hari upload bukti potong ujung error bruto jumlah beberapa aspek pas import xml bruto cantum cuma gaji lalu biaya jabat kurang malah tidak_berujung lapor dulu deposit gugur wajib lapor hindar denda hadeh,netral,positif
252,beno_lahardo,sumpah aku baru tau kalau ganti data rekening bank di coretax bisa by WA kantor tempat kita terdaftar aja,sumpah baru tau ganti data rekening bank coretax kantor tempat daftar,positif,negatif
